"t(s)","a(m/s²)"
2.598785497E2,1.598825226E0
2.598885197E2,1.456171875E0
2.598984897E2,1.445244598E0
2.599084587E2,1.408271484E0
2.599184287E2,1.356628876E0
2.599283987E2,1.364712067E0
2.599383687E2,1.380579071E0
2.599483377E2,1.519340515E0
2.599583077E2,1.713037720E0
2.599682777E2,1.886377258E0
2.599782467E2,2.012115784E0
2.599882167E2,2.079326019E0
2.599981867E2,2.106719055E0
2.600081557E2,2.033970337E0
2.600181257E2,1.871258698E0
2.600280957E2,1.750310211E0
2.600380647E2,1.790426788E0
2.600480347E2,1.946402435E0
2.600580047E2,2.063758392E0
2.600679737E2,2.093247070E0
2.600779437E2,1.875899048E0
2.600879137E2,1.581611023E0
2.600978827E2,1.487157440E0
2.601078527E2,1.604962463E0
2.601178227E2,1.840871887E0
2.601277917E2,2.003284149E0
2.601377617E2,2.093247070E0
2.601477317E2,2.155667267E0
2.601577007E2,2.261796570E0
2.601676707E2,2.408940582E0
2.601776407E2,2.522254944E0
2.601876107E2,2.522254944E0
2.601975797E2,2.437980194E0
2.602075497E2,2.290836182E0
2.602175197E2,2.135608978E0
2.602274887E2,2.095193024E0
2.602374587E2,2.105820923E0
2.602474287E2,2.126777344E0
2.602573977E2,2.152074738E0
2.602673677E2,2.148931274E0
2.602773377E2,2.108515320E0
2.602873067E2,2.062261505E0
2.602972767E2,2.014361115E0
2.603072467E2,1.962568817E0
2.603172157E2,1.988315277E0
2.603271857E2,2.067051544E0
2.603371557E2,2.199376373E0
2.603471247E2,2.457589417E0
2.603570947E2,2.683469696E0
2.603670647E2,2.780318298E0
2.603770337E2,2.918630676E0
2.603870037E2,2.984793091E0
2.603969737E2,2.818788300E0
2.604069427E2,2.475102997E0
2.604169127E2,2.091450806E0
2.604268827E2,1.852996674E0
2.604368527E2,1.918859711E0
2.604468217E2,2.221679993E0
2.604567917E2,2.521356812E0
2.604667617E2,2.786754913E0
2.604767307E2,2.932102661E0
2.604867007E2,2.924318848E0
2.604966707E2,2.809208221E0
2.605066397E2,2.659669189E0
2.605166097E2,2.478396149E0
2.605265797E2,2.349663849E0
2.605365487E2,2.274370422E0
2.605465187E2,2.184108124E0
2.605564887E2,2.165247345E0
2.605664577E2,2.155816956E0
2.605764277E2,2.175725555E0
2.605863977E2,2.195185089E0
2.605963667E2,2.209405518E0
2.606063367E2,2.192191315E0
2.606163067E2,2.176923065E0
2.606262757E2,2.118993530E0
2.606362457E2,2.101929016E0
2.606462157E2,2.053280182E0
2.606561847E2,1.997745667E0
2.606661547E2,1.951491852E0
2.606761247E2,1.886676636E0
2.606860937E2,1.798959045E0
2.606960637E2,1.737886047E0
2.607060337E2,1.694326630E0
2.607160037E2,1.683249664E0
2.607259727E2,1.734592896E0
2.607359427E2,1.744172974E0
2.607459127E2,1.660197601E0
2.607558817E2,1.609752502E0
2.607658517E2,1.543889465E0
2.607758217E2,1.510059814E0
2.607857907E2,1.478625183E0
2.607957607E2,1.444047089E0
2.608057307E2,1.404080200E0
2.608156997E2,1.399290161E0
2.608256694E2,1.350341949E0
2.608356394E2,1.242416382E0
2.608456084E2,1.149609375E0
2.608555784E2,1.092727661E0
2.608655484E2,1.044078827E0
2.608755174E2,9.662406921E-1
2.608854874E2,8.912466431E-1
2.608954574E2,9.093589783E-1
2.609054264E2,9.505233765E-1
2.609153964E2,9.776170349E-1
2.609253664E2,9.572593689E-1
2.609353364E2,9.255253601E-1
2.609453054E2,9.448352051E-1
2.609552754E2,9.410929871E-1
2.609652454E2,9.749226379E-1
2.609752144E2,1.001716919E0
2.609851844E2,1.055754547E0
2.609951544E2,1.096918945E0
2.610051234E2,1.135239258E0
2.610150934E2,1.139430542E0
2.610250634E2,1.049168243E0
2.610350324E2,8.646020508E-1
2.610450024E2,6.780899048E-1
2.610549724E2,4.812492371E-1
2.610649414E2,3.276686096E-1
2.610749114E2,2.468367004E-1
2.610848814E2,2.682421875E-1
2.610948504E2,3.067121887E-1
2.611048204E2,3.445834351E-1
2.611147904E2,3.426374817E-1
2.611247594E2,3.700305176E-1
2.611347294E2,3.754193115E-1
2.611446994E2,3.490740967E-1
2.611546684E2,3.291654968E-1
2.611646384E2,2.830613708E-1
2.611746084E2,2.429447937E-1
2.611845774E2,3.164419556E-1
2.611945474E2,4.673281860E-1
2.612045174E2,5.867797852E-1
2.612144874E2,6.959028625E-1
2.612244564E2,6.719526672E-1
2.612344264E2,5.706134033E-1
2.612443964E2,4.343966675E-1
2.612543654E2,3.725752258E-1
2.612643354E2,3.264710999E-1
2.612743054E2,2.463876343E-1
2.612842744E2,7.783813477E-2
2.612942444E2,-1.291813660E-1
2.613042144E2,-3.097059631E-1
2.613141834E2,-4.673281860E-1
2.613241534E2,-5.200186157E-1
2.613341234E2,-4.468208313E-1
2.613440924E2,-3.237767029E-1
2.613540624E2,-2.918930054E-1
2.613640324E2,-3.565585327E-1
2.613740014E2,-4.936734009E-1
2.613839714E2,-5.611830139E-1
2.613939414E2,-6.074368286E-1
2.614039104E2,-7.470964050E-1
2.614138804E2,-9.521699524E-1
2.614238504E2,-1.183888092E0
2.614338194E2,-1.406175842E0
2.614437894E2,-1.666634216E0
2.614537594E2,-2.018103333E0
2.614637294E2,-2.343825989E0
2.614736984E2,-2.516117706E0
2.614836684E2,-2.520907745E0
2.614936384E2,-2.374063110E0
2.615036074E2,-2.163301392E0
2.615135774E2,-1.973346405E0
2.615235474E2,-1.923500061E0
2.615335164E2,-2.007176056E0
2.615434864E2,-2.187251587E0
2.615534564E2,-2.467169495E0
2.615634254E2,-2.761756897E0
2.615733954E2,-2.919977875E0
2.615833654E2,-3.026406555E0
2.615933344E2,-2.980152740E0
2.616033044E2,-2.892734528E0
2.616132744E2,-2.743794250E0
2.616232434E2,-2.596051483E0
2.616332134E2,-2.550097046E0
2.616431834E2,-2.548450470E0
2.616531524E2,-2.685565338E0
2.616631224E2,-2.847678223E0
2.616730924E2,-3.038980408E0
2.616830614E2,-3.237317963E0
2.616930314E2,-3.334016876E0
2.617030014E2,-3.325783997E0
2.617129714E2,-3.216960297E0
2.617229404E2,-3.045716400E0
2.617329104E2,-2.849624176E0
2.617428804E2,-2.646047516E0
2.617528494E2,-2.518812103E0
2.617628194E2,-2.425406342E0
2.617727894E2,-2.453697510E0
2.617827584E2,-2.602637787E0
2.617927284E2,-2.788700867E0
2.618026984E2,-2.961142273E0
2.618126674E2,-3.060984650E0
2.618226373E2,-3.104843445E0
2.618326073E2,-3.103645935E0
2.618425763E2,-3.137325897E0
2.618525463E2,-3.272644501E0
2.618625163E2,-3.481460266E0
2.618724853E2,-3.698957977E0
2.618824553E2,-3.877985687E0
2.618924253E2,-3.968697052E0
2.619023943E2,-3.916455688E0
2.619123643E2,-3.819457397E0
2.619223343E2,-3.716621246E0
2.619323033E2,-3.571572876E0
2.619422733E2,-3.429518280E0
2.619522433E2,-3.344794464E0
2.619622123E2,-3.322041779E0
2.619721823E2,-3.361260223E0
2.619821523E2,-3.450923767E0
2.619921213E2,-3.485052795E0
2.620020913E2,-3.475772095E0
2.620120613E2,-3.457959137E0
2.620220313E2,-3.420387268E0
2.620320003E2,-3.387904816E0
2.620419703E2,-3.400029602E0
2.620519403E2,-3.362757111E0
2.620619093E2,-3.402274933E0
2.620718793E2,-3.513493652E0
2.620818493E2,-3.885619812E0
2.620918183E2,-4.362228699E0
2.621017883E2,-4.302652588E0
2.621117583E2,-4.009711761E0
2.621217273E2,-3.628304901E0
2.621316973E2,-3.167263641E0
2.621416673E2,-2.822530518E0
2.621516363E2,-2.658771057E0
2.621616063E2,-2.656226349E0
2.621715763E2,-2.775677948E0
2.621815453E2,-2.937491455E0
2.621915153E2,-3.053200836E0
2.622014853E2,-2.987936554E0
2.622114543E2,-2.814746704E0
2.622214243E2,-2.645299072E0
2.622313943E2,-2.512525177E0
2.622413633E2,-2.435734863E0
2.622513333E2,-2.347867584E0
2.622613033E2,-2.214494934E0
2.622712733E2,-2.069446564E0
2.622812423E2,-1.998793488E0
2.622912123E2,-1.949246521E0
2.623011823E2,-1.912872162E0
2.623111513E2,-1.825453949E0
2.623211213E2,-1.630559235E0
2.623310913E2,-1.402134247E0
2.623410603E2,-1.240620117E0
2.623510303E2,-1.128503265E0
2.623610003E2,-1.063238983E0
2.623709693E2,-1.041534119E0
2.623809393E2,-1.058898010E0
2.623909093E2,-1.134640503E0
2.624008783E2,-1.193767548E0
2.624108483E2,-1.263522491E0
2.624208183E2,-1.228046265E0
2.624307873E2,-1.131796417E0
2.624407573E2,-9.979747009E-1
2.624507273E2,-7.942483521E-1
2.624606963E2,-6.577322388E-1
2.624706663E2,-5.388793945E-1
2.624806363E2,-5.038522339E-1
2.624906053E2,-4.658312988E-1
2.625005753E2,-5.272036743E-1
2.625105453E2,-6.354286194E-1
2.625205143E2,-7.153623962E-1
2.625304843E2,-7.126679993E-1
2.625404543E2,-6.782395935E-1
2.625504233E2,-6.929090881E-1
2.625603933E2,-7.878117371E-1
2.625703633E2,-8.660989380E-1
2.625803333E2,-8.924441528E-1
2.625903023E2,-9.208850098E-1
2.626002723E2,-9.011260986E-1
2.626102423E2,-7.670050049E-1
2.626202113E2,-6.575825500E-1
2.626301813E2,-5.999523926E-1
2.626401513E2,-5.990542603E-1
2.626501203E2,-5.388793945E-1
2.626600903E2,-4.843927002E-1
2.626700603E2,-4.077520752E-1
2.626800293E2,-3.083587646E-1
2.626899993E2,-2.505789185E-1
2.626999693E2,-2.516267395E-1
2.627099383E2,-3.495231628E-1
2.627199083E2,-4.797523499E-1
2.627298783E2,-5.703140259E-1
2.627398473E2,-6.129753113E-1
2.627498173E2,-6.307882690E-1
2.627597873E2,-5.712121582E-1
2.627697563E2,-5.415737915E-1
2.627797263E2,-5.480104065E-1
2.627896963E2,-5.719606018E-1
2.627996653E2,-6.143225098E-1
2.628096353E2,-7.223977661E-1
2.628196055E2,-7.937992859E-1
2.628295745E2,-7.541317749E-1
2.628395445E2,-6.698570251E-1
2.628495145E2,-5.318440247E-1
2.628594845E2,-4.495152283E-1
2.628694535E2,-4.628375244E-1
2.628794235E2,-5.123844910E-1
2.628893935E2,-5.304968262E-1
2.628993625E2,-5.321434021E-1
2.629093325E2,-5.685177612E-1
2.629193025E2,-6.123765564E-1
2.629292715E2,-6.140231323E-1
2.629392415E2,-6.060896301E-1
2.629492115E2,-5.760021973E-1
2.629591805E2,-5.463638306E-1
2.629691505E2,-4.302053833E-1
2.629791205E2,-3.258723450E-1
2.629890895E2,-2.911445618E-1
2.629990595E2,-3.186872864E-1
2.630090295E2,-3.317102051E-1
2.630189985E2,-4.022135925E-1
2.630289685E2,-5.312452698E-1
2.630389385E2,-5.155279541E-1
2.630489075E2,-4.011657715E-1
2.630588775E2,-4.053570557E-1
2.630688475E2,-5.321434021E-1
2.630788165E2,-6.890171814E-1
2.630887865E2,-8.189469910E-1
2.630987565E2,-9.207353210E-1
2.631087255E2,-9.298663330E-1
2.631186955E2,-9.487271118E-1
2.631286655E2,-1.017583923E0
2.631386345E2,-1.083896027E0
2.631486045E2,-1.096020813E0
2.631585745E2,-1.167272644E0
2.631685445E2,-1.276395721E0
2.631785135E2,-1.323697357E0
2.631884835E2,-1.392105103E0
2.631984535E2,-1.438957672E0
2.632084225E2,-1.495240631E0
2.632183925E2,-1.483265533E0
2.632283625E2,-1.446891174E0
2.632383315E2,-1.482666779E0
2.632483015E2,-1.560654602E0
2.632582715E2,-1.630259857E0
2.632682405E2,-1.638343048E0
2.632782105E2,-1.692979431E0
2.632881805E2,-1.867217102E0
2.632981495E2,-1.949994965E0
2.633081195E2,-1.991758118E0
2.633180895E2,-1.907183990E0
2.633280585E2,-1.822609863E0
2.633380285E2,-1.833537140E0
2.633479985E2,-1.897603912E0
2.633579675E2,-1.922152863E0
2.633679375E2,-1.863025818E0
2.633779075E2,-1.792672119E0
2.633878765E2,-1.849254456E0
2.633978465E2,-1.881287842E0
2.634078165E2,-1.886227570E0
2.634177855E2,-1.855691071E0
2.634277555E2,-1.730102234E0
2.634377255E2,-1.562600555E0
2.634476945E2,-1.362466736E0
2.634576645E2,-1.213227081E0
2.634676345E2,-1.152303772E0
2.634776045E2,-1.163530426E0
2.634875735E2,-1.146316223E0
2.634975435E2,-1.133143616E0
2.635075135E2,-1.155746613E0
2.635174825E2,-1.160985718E0
2.635274525E2,-1.184786224E0
2.635374225E2,-1.200802917E0
2.635473915E2,-1.205742645E0
2.635573615E2,-1.172661438E0
2.635673315E2,-1.175954590E0
2.635773005E2,-1.165925446E0
2.635872705E2,-1.193917236E0
2.635972405E2,-1.216969299E0
2.636072095E2,-1.273551636E0
2.636171795E2,-1.299447784E0
2.636271495E2,-1.273252258E0
2.636371185E2,-1.281634827E0
2.636470885E2,-1.299148407E0
2.636570585E2,-1.291663971E0
2.636670275E2,-1.275347900E0
2.636769975E2,-1.209484863E0
2.636869675E2,-1.145567780E0
2.636969365E2,-1.062490540E0
2.637069065E2,-9.979747009E-1
2.637168765E2,-1.011296997E0
2.637268455E2,-1.024020538E0
2.637368155E2,-1.038540344E0
2.637467855E2,-1.069675598E0
2.637567545E2,-1.111887817E0
2.637667245E2,-1.085991669E0
2.637766945E2,-1.057550812E0
2.637866645E2,-1.056353302E0
2.637966335E2,-1.071022797E0
2.638066035E2,-1.155746613E0
2.638165735E2,-1.191073151E0
2.638265421E2,-1.191821594E0
2.638365121E2,-1.157842255E0
2.638464821E2,-1.115630035E0
2.638564511E2,-1.139879608E0
2.638664211E2,-1.205892334E0
2.638763911E2,-1.266067200E0
2.638863601E2,-1.385369110E0
2.638963301E2,-1.486259308E0
2.639063001E2,-1.559457092E0
2.639162691E2,-1.565145264E0
2.639262391E2,-1.517394562E0
2.639362091E2,-1.402134247E0
2.639461781E2,-1.259031830E0
2.639561481E2,-1.169667664E0
2.639661181E2,-1.149908752E0
2.639760871E2,-1.162183228E0
2.639860571E2,-1.143023071E0
2.639960271E2,-1.162482605E0
2.640059961E2,-1.135688324E0
2.640159661E2,-1.080004120E0
2.640259361E2,-1.038540344E0
2.640359051E2,-9.214837646E-1
2.640458751E2,-7.704478455E-1
2.640558451E2,-6.914122009E-1
2.640658141E2,-7.053332520E-1
2.640757841E2,-7.794291687E-1
2.640857541E2,-8.821156311E-1
2.640957231E2,-9.448352051E-1
2.641056931E2,-9.451345825E-1
2.641156631E2,-9.178912354E-1
2.641256331E2,-8.554710388E-1
2.641356021E2,-7.581733704E-1
2.641455721E2,-6.391708374E-1
2.641555421E2,-5.692662048E-1
2.641655111E2,-4.981640625E-1
2.641754811E2,-4.810995483E-1
2.641854511E2,-4.953199768E-1
2.641954201E2,-5.565426636E-1
2.642053901E2,-6.701564026E-1
2.642153601E2,-7.536827087E-1
2.642253291E2,-8.746311951E-1
2.642352991E2,-9.530680847E-1
2.642452691E2,-9.442364502E-1
2.642552381E2,-9.277706909E-1
2.642652081E2,-9.461824036E-1
2.642751781E2,-9.618997192E-1
2.642851471E2,-9.732760620E-1
2.642951171E2,-9.548643494E-1
2.643050871E2,-8.848100281E-1
2.643150561E2,-8.439450073E-1
2.643250261E2,-9.300160217E-1
2.643349961E2,-1.018032990E0
2.643449651E2,-1.085841980E0
2.643549351E2,-1.126108246E0
2.643649051E2,-1.196761322E0
2.643748741E2,-1.284778290E0
2.643848441E2,-1.361418915E0
2.643948141E2,-1.412462769E0
2.644047831E2,-1.371597748E0
2.644147531E2,-1.372495880E0
2.644247231E2,-1.452579346E0
2.644346921E2,-1.512754211E0
2.644446621E2,-1.521585846E0
2.644546321E2,-1.536405029E0
2.644646011E2,-1.630110168E0
2.644745711E2,-1.720671844E0
2.644845411E2,-1.808389435E0
2.644945111E2,-1.839973755E0
2.645044801E2,-1.862726440E0
2.645144501E2,-1.880689087E0
2.645244201E2,-1.891017609E0
2.645343891E2,-1.882934418E0
2.645443591E2,-1.868713989E0
2.645543291E2,-1.851499786E0
2.645642981E2,-1.853445740E0
2.645742681E2,-1.869462433E0
2.645842381E2,-1.849853210E0
2.645942071E2,-1.846859436E0
2.646041771E2,-1.845512238E0
2.646141471E2,-1.906585236E0
2.646241161E2,-2.003284149E0
2.646340861E2,-2.028731232E0
2.646440561E2,-1.992207184E0
2.646540251E2,-1.972298584E0
2.646639951E2,-1.997895355E0
2.646739651E2,-2.010169830E0
2.646839341E2,-2.076481934E0
2.646939041E2,-2.128423920E0
2.647038741E2,-2.155218201E0
2.647138431E2,-2.117346954E0
2.647238131E2,-2.095791779E0
2.647337831E2,-2.069296875E0
2.647437521E2,-2.050585785E0
2.647537221E2,-2.017953644E0
2.647636921E2,-1.953587494E0
2.647736611E2,-1.891017609E0
2.647836311E2,-1.907932434E0
2.647936011E2,-1.936373291E0
2.648035711E2,-1.881886597E0
2.648135401E2,-1.805395660E0
2.648235108E2,-1.803599396E0
2.648334808E2,-1.848655701E0
2.648434498E2,-1.917811890E0
2.648534198E2,-1.947150879E0
2.648633898E2,-1.968256989E0
2.648733588E2,-1.999242554E0
2.648833288E2,-1.982776794E0
2.648932988E2,-1.997446289E0
2.649032678E2,-1.986968079E0
2.649132378E2,-1.967508545E0
2.649232078E2,-2.005679169E0
2.649331768E2,-2.068099365E0
2.649431468E2,-2.100432129E0
2.649531168E2,-2.009271698E0
2.649630858E2,-1.927092590E0
2.649730558E2,-1.855541382E0
2.649830258E2,-1.792971497E0
2.649929948E2,-1.751807098E0
2.650029648E2,-1.685944061E0
2.650129348E2,-1.628463593E0
2.650229038E2,-1.563648376E0
2.650328738E2,-1.559008026E0
2.650428438E2,-1.562001801E0
2.650528128E2,-1.626817017E0
2.650627828E2,-1.714983673E0
2.650727528E2,-1.747915192E0
2.650827218E2,-1.723216553E0
2.650926918E2,-1.651964722E0
2.651026618E2,-1.513203278E0
2.651126308E2,-1.357377319E0
2.651226008E2,-1.219064941E0
2.651325708E2,-1.092428284E0
2.651425398E2,-1.007554779E0
2.651525098E2,-8.496331787E-1
2.651624798E2,-7.863148499E-1
2.651724488E2,-7.559280396E-1
2.651824188E2,-6.405180359E-1
2.651923888E2,-3.924838257E-1
2.652023578E2,-9.205856323E-2
2.652123278E2,1.799258423E-1
2.652222978E2,3.170407104E-1
2.652322678E2,2.730322266E-1
2.652422368E2,1.088237000E-1
2.652522068E2,-4.775070190E-2
2.652621768E2,4.984634399E-2
2.652721458E2,5.282514954E-1
2.652821158E2,1.143172760E0
2.652920858E2,1.653611298E0
2.653020548E2,1.951491852E0
2.653120248E2,1.925296326E0
2.653219948E2,1.635199585E0
2.653319638E2,1.215472412E0
2.653419338E2,7.741900635E-1
2.653519038E2,4.143383789E-1
2.653618728E2,1.809736633E-1
2.653718428E2,1.133143616E-1
2.653818128E2,7.185058594E-2
2.653917818E2,1.196012878E-1
2.654017518E2,1.999841309E-1
2.654117218E2,3.284170532E-1
2.654216908E2,5.107379150E-1
2.654316608E2,6.981481934E-1
2.654416308E2,8.270301819E-1
2.654515998E2,8.825646973E-1
2.654615698E2,8.446934509E-1
2.654715398E2,7.527845764E-1
2.654815088E2,7.039860535E-1
2.654914788E2,6.779402161E-1
2.655014488E2,7.099736023E-1
2.655114178E2,7.460485840E-1
2.655213878E2,7.643106079E-1
2.655313578E2,7.206015015E-1
2.655413268E2,6.792874146E-1
2.655512968E2,6.562353516E-1
2.655612668E2,6.870712280E-1
2.655712368E2,6.764433289E-1
2.655812058E2,6.336323547E-1
2.655911758E2,6.117778015E-1
2.656011458E2,6.655160522E-1
2.656111148E2,7.535330200E-1
2.656210848E2,7.990383911E-1
2.656310548E2,7.460485840E-1
2.656410238E2,6.385720825E-1
2.656509938E2,4.998106384E-1
2.656609638E2,4.049079895E-1
2.656709328E2,2.915936279E-1
2.656809028E2,2.227368164E-1
2.656908728E2,1.450483704E-1
2.657008418E2,1.166075134E-1
2.657108118E2,1.209484863E-1
2.657207818E2,1.634600830E-1
2.657307508E2,2.550695801E-1
2.657407208E2,3.863465881E-1
2.657506908E2,4.245172119E-1
2.657606598E2,4.167333984E-1
2.657706298E2,4.090992737E-1
2.657805998E2,4.391867065E-1
2.657905688E2,4.787045288E-1
2.658005388E2,5.264552307E-1
2.658105088E2,5.384303284E-1
2.658204778E2,5.472619629E-1
2.658304474E2,5.760021973E-1
2.658404174E2,6.506968689E-1
2.658503864E2,7.441026306E-1
2.658603564E2,8.006849670E-1
2.658703264E2,8.259823608E-1
2.658802954E2,8.117619324E-1
2.658902654E2,7.976911926E-1
2.659002354E2,8.249345398E-1
2.659102044E2,8.478369141E-1
2.659201744E2,8.693920898E-1
2.659301444E2,8.731343079E-1
2.659401134E2,8.334667969E-1
2.659500834E2,7.911048889E-1
2.659600534E2,7.867639160E-1
2.659700234E2,7.533833313E-1
2.659799924E2,7.051835632E-1
2.659899624E2,6.864724731E-1
2.659999324E2,6.807843018E-1
2.660099014E2,6.933581543E-1
2.660198714E2,7.273374939E-1
2.660298414E2,7.059320068E-1
2.660398104E2,7.080276489E-1
2.660497804E2,6.777905273E-1
2.660597504E2,6.614744568E-1
2.660697194E2,6.438111877E-1
2.660796894E2,6.369255066E-1
2.660896594E2,6.126759338E-1
2.660996284E2,5.851332092E-1
2.661095984E2,5.971083069E-1
2.661195684E2,6.321354675E-1
2.661295374E2,6.523434448E-1
2.661395074E2,6.342311096E-1
2.661494774E2,5.795947266E-1
2.661594464E2,5.284011841E-1
2.661694164E2,5.260061646E-1
2.661793864E2,5.255570984E-1
2.661893554E2,5.233117676E-1
2.661993254E2,5.724096680E-1
2.662092954E2,6.131250000E-1
2.662192644E2,6.017486572E-1
2.662292344E2,4.866380310E-1
2.662392044E2,3.405418396E-1
2.662491734E2,1.898052979E-1
2.662591434E2,1.031355286E-1
2.662691134E2,5.643264771E-2
2.662790824E2,1.152603149E-2
2.662890524E2,-4.131408691E-2
2.662990224E2,-4.700225830E-2
2.663089914E2,-3.113525391E-2
2.663189614E2,-1.586700439E-2
2.663289314E2,-7.080276489E-2
2.663389004E2,-2.171983337E-1
2.663488704E2,-4.273612976E-1
2.663588404E2,-5.596861267E-1
2.663688094E2,-6.201603699E-1
2.663787794E2,-6.264472961E-1
2.663887494E2,-6.047424316E-1
2.663987194E2,-5.923182678E-1
2.664086884E2,-5.575904846E-1
2.664186584E2,-5.316943359E-1
2.664286284E2,-5.168751526E-1
2.664385974E2,-5.267546082E-1
2.664485674E2,-4.899311829E-1
2.664585374E2,-5.152285767E-1
2.664685064E2,-5.932164001E-1
2.664784764E2,-6.978488159E-1
2.664884464E2,-7.818241882E-1
2.664984154E2,-8.108638000E-1
2.665083854E2,-7.946974182E-1
2.665183554E2,-6.795867920E-1
2.665283244E2,-5.474116516E-1
2.665382944E2,-5.013075256E-1
2.665482644E2,-5.613327026E-1
2.665582334E2,-6.685098267E-1
2.665682034E2,-7.949967957E-1
2.665781734E2,-8.967851257E-1
2.665881424E2,-9.862989807E-1
2.665981124E2,-1.090482330E0
2.666080824E2,-1.158590698E0
2.666180514E2,-1.163380737E0
2.666280214E2,-1.114432526E0
2.666379914E2,-1.066083069E0
2.666479604E2,-1.021924896E0
2.666579304E2,-9.734257507E-1
2.666679004E2,-9.665400696E-1
2.666778694E2,-9.888436890E-1
2.666878394E2,-1.069974976E0
2.666978094E2,-1.175655212E0
2.667077784E2,-1.244062958E0
2.667177484E2,-1.330133972E0
2.667277184E2,-1.329385529E0
2.667376874E2,-1.314865723E0
2.667476574E2,-1.227896576E0
2.667576274E2,-1.106349335E0
2.667675964E2,-9.816586304E-1
2.667775664E2,-8.806187439E-1
2.667875364E2,-8.430468750E-1
2.667975064E2,-9.280700684E-1
2.668074754E2,-9.741741943E-1
2.668174454E2,-9.303153992E-1
2.668274149E2,-9.009764099E-1
2.668373839E2,-8.343649292E-1
2.668473539E2,-7.137158203E-1
2.668573239E2,-5.695655823E-1
2.668672929E2,-4.595443726E-1
2.668772629E2,-3.860472107E-1
2.668872329E2,-2.758763123E-1
2.668972019E2,-2.495310974E-1
2.669071719E2,-3.182382202E-1
2.669171419E2,-3.698808289E-1
2.669271109E2,-3.365002441E-1
2.669370809E2,-2.308200073E-1
2.669470509E2,1.481918335E-2
2.669570199E2,3.300636292E-1
2.669669899E2,4.272116089E-1
2.669769599E2,3.796105957E-1
2.669869289E2,2.818638611E-1
2.669968989E2,2.007325745E-1
2.670068689E2,1.001417542E-1
2.670168379E2,1.302291870E-1
2.670268079E2,2.761756897E-1
2.670367779E2,4.328997803E-1
2.670467469E2,5.448669434E-1
2.670567169E2,5.667214966E-1
2.670666869E2,5.575904846E-1
2.670766559E2,5.337899780E-1
2.670866259E2,4.507127380E-1
2.670965959E2,3.508703613E-1
2.671065649E2,2.499801636E-1
2.671165349E2,1.616638184E-1
2.671265049E2,1.318757629E-1
2.671364739E2,1.076261902E-1
2.671464439E2,1.005908203E-1
2.671564139E2,1.960922241E-1
2.671663839E2,3.833528137E-1
2.671763529E2,5.827381897E-1
2.671863229E2,7.042854309E-1
2.671962929E2,7.589218140E-1
2.672062619E2,7.086264038E-1
2.672162319E2,6.697073364E-1
2.672262019E2,5.936654663E-1
2.672361709E2,5.203179932E-1
2.672461409E2,5.505551147E-1
2.672561109E2,6.044430542E-1
2.672660799E2,6.505471802E-1
2.672760499E2,6.858737183E-1
2.672860199E2,7.179071045E-1
2.672959889E2,7.532336426E-1
2.673059589E2,7.219487000E-1
2.673159289E2,6.439608765E-1
2.673258979E2,5.689668274E-1
2.673358679E2,5.617817688E-1
2.673458379E2,6.289920044E-1
2.673558069E2,7.032376099E-1
2.673657769E2,7.614665222E-1
2.673757469E2,7.767347717E-1
2.673857159E2,7.126679993E-1
2.673956859E2,6.354286194E-1
2.674056559E2,5.828878784E-1
2.674156249E2,5.776487732E-1
2.674255949E2,5.786965942E-1
2.674355649E2,5.917195129E-1
2.674455339E2,5.822891235E-1
2.674555039E2,6.209088135E-1
2.674654739E2,6.532415771E-1
2.674754429E2,6.806346130E-1
2.674854129E2,7.548802185E-1
2.674953829E2,8.063731384E-1
2.675053519E2,8.672964478E-1
2.675153219E2,8.765771484E-1
2.675252919E2,8.668473816E-1
2.675352619E2,8.797206116E-1
2.675452309E2,8.792715454E-1
2.675552009E2,8.442443848E-1
2.675651709E2,8.047265625E-1
2.675751399E2,7.894583130E-1
2.675851099E2,7.270381165E-1
2.675950799E2,6.514453125E-1
2.676050489E2,5.718109131E-1
2.676150189E2,5.635780334E-1
2.676249889E2,5.710624695E-1
2.676349579E2,6.122268677E-1
2.676449279E2,6.256988525E-1
2.676548979E2,5.776487732E-1
2.676648669E2,5.733078003E-1
2.676748369E2,5.896238708E-1
2.676848069E2,6.171665955E-1
2.676947759E2,6.379733276E-1
2.677047459E2,6.336323547E-1
2.677147159E2,5.944139099E-1
2.677246849E2,5.686674500E-1
2.677346549E2,5.966592407E-1
2.677446249E2,6.933581543E-1
2.677545939E2,7.360194397E-1
2.677645639E2,7.448510742E-1
2.677745339E2,8.071215820E-1
2.677845029E2,9.065148926E-1
2.677944729E2,9.565109253E-1
2.678044429E2,9.060658264E-1
2.678144119E2,8.008346558E-1
2.678243822E2,7.753875732E-1
2.678343522E2,8.424481201E-1
2.678443212E2,8.578660583E-1
2.678542912E2,8.346643066E-1
2.678642612E2,8.220904541E-1
2.678742302E2,7.529342651E-1
2.678842002E2,7.475454712E-1
2.678941702E2,7.390132141E-1
2.679041392E2,7.289840698E-1
2.679141092E2,6.999444580E-1
2.679240792E2,6.755451965E-1
2.679340482E2,6.619235229E-1
2.679440182E2,6.864724731E-1
2.679539882E2,7.840695190E-1
2.679639582E2,8.050259399E-1
2.679739272E2,7.438032532E-1
2.679838972E2,6.854246521E-1
2.679938672E2,7.183561707E-1
2.680038362E2,7.797285461E-1
2.680138062E2,8.367599487E-1
2.680237762E2,8.158035278E-1
2.680337452E2,8.042774963E-1
