"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.840929042E0,-3.122087585E1,-2.737567200E1,4.495152283E0,4.176573836E1
2.850897042E0,-3.418591003E1,-2.719844055E1,5.419180756E0,4.402043995E1
2.860865042E0,-3.345303406E1,-2.338616821E1,6.891519012E0,4.139458160E1
2.870834042E0,-3.147953796E1,-1.937810303E1,6.644083557E0,3.755816867E1
2.880802042E0,-2.849758896E1,-1.681049240E1,5.564977570E0,3.355106864E1
2.890770042E0,-2.493589554E1,-1.606923386E1,3.009342041E0,2.981736579E1
2.900738042E0,-2.116478760E1,-1.633942200E1,-7.945477295E-1,2.674988320E1
2.910707042E0,-1.710837296E1,-1.610964981E1,-4.219126282E0,2.387505537E1
2.920675042E0,-1.293175827E1,-1.542287796E1,-6.445895691E0,2.113397993E1
2.930643042E0,-9.135502625E0,-1.426533508E1,-7.607779541E0,1.856974698E1
2.940612042E0,-6.424041138E0,-1.276695099E1,-8.145611115E0,1.645035934E1
2.950580042E0,-5.157824249E0,-1.096185471E1,-8.037086792E0,1.453823145E1
2.960548042E0,-4.946164398E0,-8.857231293E0,-7.009623413E0,1.233085191E1
2.970516042E0,-5.130580902E0,-6.755601654E0,-5.200784912E0,9.950335562E0
2.980485042E0,-5.622458038E0,-4.972060547E0,-3.513493652E0,8.287222582E0
2.990453042E0,-5.448370056E0,-3.319347382E0,-2.416724396E0,6.822269425E0
3.000421042E0,-4.327351227E0,-1.843117218E0,-1.630708923E0,4.978178513E0
3.010389042E0,-2.291285248E0,-6.447093201E-1,-9.904902649E-1,2.578121246E0
3.020358042E0,2.989283752E-1,4.074526978E-1,-5.981561279E-1,7.830495692E-1
3.030326042E0,2.761607208E0,1.045575714E0,-2.492317200E-1,2.963413470E0
3.040294042E0,4.478836212E0,1.025367737E0,3.689826965E-1,4.609501171E0
3.050262042E0,5.235662384E0,4.230203247E-1,1.290616150E0,5.408955245E0
3.060231042E0,5.736071777E0,-2.863545227E-1,2.476150818E0,6.254265842E0
3.070199042E0,6.300697632E0,-4.953199768E-1,3.485202484E0,7.217393496E0
3.080167042E0,6.813381500E0,-2.939886475E-1,3.806434479E0,7.810092204E0
3.090136042E0,6.890022125E0,-1.495390320E-1,3.420836334E0,7.693951393E0
3.100104042E0,6.066734161E0,-3.899391174E-1,2.675835571E0,6.642093940E0
3.110072042E0,5.142106934E0,-7.728428650E-1,1.861977997E0,5.523179507E0
3.120040042E0,4.448449402E0,-8.378077698E-1,1.011147308E0,4.638215478E0
3.130009042E0,3.738176422E0,-6.689588928E-1,3.252735901E-1,3.811465843E0
3.139977042E0,3.058589630E0,-4.379891968E-1,-2.107617188E-1,3.096970385E0
3.149945042E0,2.266287231E0,-1.178050232E-1,-6.300398254E-1,2.355182800E0
3.159913042E0,1.600920868E0,1.050814819E-1,-6.641688538E-1,1.736407213E0
3.169882042E0,9.982740784E-1,2.390528870E-1,-4.123924255E-1,1.106239093E0
